user,timestamp,requested_page,referrer_page
910,2019-07-03 05:50:18,90,3
186,2019-07-03 16:06:57,158,192
150,2019-07-01 09:45:56,74,130
981,2019-07-01 10:56:08,123,43
956,2019-07-03 06:48:44,81,130
818,2019-07-02 19:53:07,79,19
598,2019-07-02 23:41:51,143,33
317,2019-07-02 23:44:13,28,15
41,2019-07-02 21:35:35,133,80
720,2019-07-02 07:17:20,46,52
967,2019-07-03 00:33:45,6,105
216,2019-07-03 12:32:11,118,99
189,2019-07-02 07:17:38,74,143
889,2019-07-01 04:58:21,132,108
574,2019-07-03 15:28:20,118,51
620,2019-07-02 11:38:00,37,154
295,2019-07-01 18:04:45,130,165
101,2019-07-03 01:59:27,72,41
229,2019-07-02 20:41:15,50,26
329,2019-07-01 17:39:11,95,180
131,2019-07-03 17:10:51,64,161
673,2019-07-01 17:37:01,71,197
151,2019-07-01 17:44:29,63,80
668,2019-07-03 23:04:51,197,8
424,2019-07-03 20:48:28,114,146
66,2019-07-03 07:08:33,51,60
135,2019-07-03 01:13:35,1,176
276,2019-07-02 14:11:55,118,90
858,2019-07-02 06:00:33,62,40
37,2019-07-03 05:55:45,106,93
473,2019-07-01 12:53:10,42,4
750,2019-07-03 16:30:15,4,67
652,2019-07-02 09:15:39,86,28
688,2019-07-02 02:50:40,180,160
25,2019-07-03 08:11:13,140,178
206,2019-07-01 09:23:34,108,97
320,2019-07-02 20:23:44,140,155
902,2019-07-02 00:45:18,67,15
144,2019-07-01 17:46:42,157,78
103,2019-07-02 17:54:57,148,156
533,2019-07-02 20:55:42,138,134
716,2019-07-03 17:50:54,55,157
86,2019-07-01 19:37:56,69,123
354,2019-07-01 23:53:46,5,21
232,2019-07-02 09:24:21,31,154
643,2019-07-02 21:54:35,25,0
413,2019-07-03 23:13:53,24,98
141,2019-07-01 12:11:03,112,10
620,2019-07-02 16:57:42,110,124
362,2019-07-01 14:57:03,100,31
623,2019-07-03 20:52:11,149,130
492,2019-07-03 12:41:16,6,146
215,2019-07-01 20:53:19,9,97
170,2019-07-02 03:22:05,156,76
639,2019-07-01 10:55:44,94,27
806,2019-07-03 03:22:10,53,90
59,2019-07-03 23:58:09,91,169
478,2019-07-01 12:37:39,163,120
242,2019-07-03 07:28:07,188,34
118,2019-07-02 04:59:55,67,68
977,2019-07-02 04:22:59,8,179
970,2019-07-02 12:11:21,150,112
257,2019-07-03 01:17:07,4,93
706,2019-07-02 19:06:28,77,73
381,2019-07-02 19:21:25,189,25
446,2019-07-02 22:04:50,151,137
655,2019-07-03 17:56:35,7,84
589,2019-07-01 23:41:11,85,50
692,2019-07-02 16:54:15,19,85
904,2019-07-02 14:38:37,75,116
27,2019-07-03 10:13:21,83,30
206,2019-07-01 00:05:00,109,5
599,2019-07-01 07:05:10,170,159
87,2019-07-03 20:32:04,167,109
657,2019-07-01 04:50:09,123,178
15,2019-07-01 16:04:03,34,58
991,2019-07-03 20:39:37,76,185
81,2019-07-03 07:41:10,111,11
632,2019-07-01 09:50:03,88,50
472,2019-07-02 00:07:49,87,159
501,2019-07-01 04:21:53,144,113
233,2019-07-01 03:19:04,47,41
517,2019-07-03 09:10:32,58,132
709,2019-07-01 08:30:27,20,140
414,2019-07-03 22:49:07,32,9
267,2019-07-03 02:03:54,56,47
536,2019-07-03 02:35:57,81,62
354,2019-07-02 06:24:13,25,84
863,2019-07-02 21:28:40,20,157
374,2019-07-03 17:50:11,27,44
919,2019-07-01 00:39:02,174,109
391,2019-07-01 10:17:28,171,160
560,2019-07-03 09:49:50,183,193
659,2019-07-01 10:39:23,75,140
287,2019-07-02 12:33:48,64,164
503,2019-07-02 04:16:01,72,47
999,2019-07-02 13:21:31,72,14
408,2019-07-03 09:38:26,22,128
427,2019-07-03 03:33:45,55,61
999,2019-07-03 18:42:16,60,178
885,2019-07-03 12:49:33,56,159
445,2019-07-01 16:46:45,144,6
291,2019-07-01 23:49:33,166,139
825,2019-07-01 15:04:42,186,73
311,2019-07-02 02:50:43,102,130
30,2019-07-03 04:42:05,49,29
169,2019-07-02 23:59:12,42,10
974,2019-07-03 08:34:33,85,150
940,2019-07-02 00:58:33,151,32
293,2019-07-03 22:45:01,89,82
492,2019-07-01 02:58:28,159,61
569,2019-07-02 06:19:52,197,89
629,2019-07-01 11:22:17,145,86
472,2019-07-02 15:22:17,11,17
108,2019-07-02 19:33:47,68,137
613,2019-07-03 12:51:26,186,174
235,2019-07-01 16:30:28,111,97
306,2019-07-03 23:26:02,68,192
211,2019-07-02 16:55:06,162,62
335,2019-07-03 17:03:09,43,24
196,2019-07-03 15:49:57,176,35
436,2019-07-03 22:52:58,56,93
741,2019-07-03 15:57:44,38,48
703,2019-07-01 21:40:08,31,17
338,2019-07-02 11:12:07,176,130
569,2019-07-03 14:41:16,81,84
752,2019-07-03 04:01:00,177,137
196,2019-07-01 23:41:33,196,182
857,2019-07-03 01:14:19,70,173
243,2019-07-02 05:37:20,34,49
622,2019-07-02 09:33:35,3,22
634,2019-07-02 03:47:09,116,30
721,2019-07-02 22:24:14,0,162
641,2019-07-03 15:50:12,11,91
994,2019-07-03 20:56:52,70,121
804,2019-07-01 11:58:49,115,43
56,2019-07-01 18:00:08,53,50
235,2019-07-03 08:43:22,133,149
758,2019-07-02 13:35:04,86,19
99,2019-07-01 17:42:27,62,146
253,2019-07-03 12:57:04,99,61
699,2019-07-01 22:55:46,73,157
913,2019-07-01 22:22:49,172,165
480,2019-07-03 12:23:26,87,133
134,2019-07-01 11:27:17,19,13
652,2019-07-02 09:14:33,37,184
141,2019-07-02 01:45:57,28,6
123,2019-07-03 13:56:54,17,178
205,2019-07-02 18:36:28,194,160
80,2019-07-02 01:26:57,89,98
582,2019-07-01 23:48:49,119,180
443,2019-07-02 19:36:34,95,29
962,2019-07-01 07:58:21,181,119
812,2019-07-02 05:43:25,31,143
766,2019-07-01 22:29:17,9,133
258,2019-07-03 20:23:16,139,180
148,2019-07-02 01:39:39,176,81
400,2019-07-03 05:12:29,17,189
469,2019-07-02 12:21:44,188,152
154,2019-07-03 11:53:35,100,32
96,2019-07-02 19:35:10,109,106
304,2019-07-03 05:31:17,165,71
352,2019-07-03 07:28:28,164,122
162,2019-07-01 08:36:22,51,70
636,2019-07-02 10:55:14,39,113
168,2019-07-02 21:04:00,138,59
70,2019-07-03 11:29:02,55,106
443,2019-07-03 01:30:23,54,186
636,2019-07-02 12:00:22,10,132
831,2019-07-03 15:29:13,107,17
316,2019-07-03 16:16:49,63,102
863,2019-07-01 13:11:44,124,164
800,2019-07-01 05:05:09,107,94
730,2019-07-01 19:31:58,190,194
936,2019-07-03 15:24:20,95,97
841,2019-07-03 03:29:32,198,109
591,2019-07-01 19:29:29,59,102
299,2019-07-01 03:19:54,47,171
555,2019-07-01 22:19:04,151,111
113,2019-07-03 00:52:05,61,107
297,2019-07-02 03:35:22,188,83
85,2019-07-01 06:27:04,89,190
211,2019-07-03 14:11:15,182,73
456,2019-07-02 05:33:23,48,174
124,2019-07-02 07:40:07,63,119
577,2019-07-03 16:54:15,6,127
424,2019-07-01 23:25:00,50,164
181,2019-07-01 15:34:30,193,159
711,2019-07-02 16:12:32,104,191
147,2019-07-02 14:19:49,147,194
692,2019-07-03 01:00:24,47,98
646,2019-07-03 09:38:51,40,20
143,2019-07-01 00:14:26,102,183
438,2019-07-01 14:30:57,12,89
476,2019-07-01 16:18:47,193,64
649,2019-07-01 17:13:56,13,33
48,2019-07-01 15:10:56,170,141
755,2019-07-01 19:12:25,191,176
830,2019-07-01 19:47:02,21,139
614,2019-07-02 13:35:32,25,48
384,2019-07-02 17:10:07,197,128
811,2019-07-01 22:53:47,104,82
770,2019-07-02 13:41:36,42,92
93,2019-07-01 14:57:17,135,34
502,2019-07-02 07:00:17,101,2
126,2019-07-02 19:44:38,188,9
721,2019-07-01 13:19:28,83,132
380,2019-07-02 17:01:28,187,130
614,2019-07-02 20:11:49,39,83
598,2019-07-02 03:54:01,177,106
352,2019-07-02 03:43:14,89,99
862,2019-07-01 00:42:50,66,185
18,2019-07-01 21:39:46,44,68
808,2019-07-02 01:52:40,1,62
756,2019-07-03 23:42:35,156,199
984,2019-07-01 18:50:38,25,21
35,2019-07-03 03:02:27,135,186
700,2019-07-02 10:29:23,166,10
23,2019-07-03 13:51:54,55,100
443,2019-07-03 05:00:01,98,81
924,2019-07-03 03:19:15,100,62
346,2019-07-01 22:14:02,160,153
925,2019-07-01 06:33:53,185,182
316,2019-07-02 08:05:36,182,136
424,2019-07-01 13:39:32,105,150
498,2019-07-01 03:32:04,118,61
531,2019-07-01 08:47:09,32,182
383,2019-07-01 06:38:13,113,109
956,2019-07-02 18:05:56,72,146
155,2019-07-03 16:00:37,120,199
196,2019-07-01 02:36:06,105,76
919,2019-07-03 19:33:41,44,164
130,2019-07-02 03:49:21,194,152
276,2019-07-02 08:52:10,94,134
155,2019-07-02 22:26:45,17,61
803,2019-07-01 08:09:51,26,1
59,2019-07-02 07:05:56,32,13
363,2019-07-01 18:25:52,9,9
818,2019-07-01 12:11:33,5,35
976,2019-07-03 05:38:13,10,62
958,2019-07-01 22:03:50,134,196
550,2019-07-03 03:23:51,67,53
247,2019-07-02 22:49:07,13,134
662,2019-07-01 16:40:03,125,191
305,2019-07-02 19:04:28,73,86
337,2019-07-02 08:16:08,189,65
928,2019-07-03 18:25:01,142,193
673,2019-07-01 17:12:29,82,0
273,2019-07-01 11:50:48,93,87
451,2019-07-03 23:06:15,50,140
705,2019-07-03 00:16:22,24,103
482,2019-07-02 04:56:00,158,64
190,2019-07-01 15:45:28,74,42
1,2019-07-01 18:25:55,142,90
518,2019-07-01 08:08:58,97,183
973,2019-07-02 17:24:47,196,45
154,2019-07-02 23:57:26,35,195
188,2019-07-02 12:18:17,107,72
231,2019-07-01 17:25:08,119,151
337,2019-07-03 16:41:38,10,53
430,2019-07-01 22:48:44,149,169
340,2019-07-03 09:53:17,44,81
798,2019-07-01 16:53:16,100,103
943,2019-07-02 15:08:26,164,145
147,2019-07-03 14:59:53,121,114
846,2019-07-02 00:24:58,192,51
577,2019-07-01 06:25:07,183,43
34,2019-07-02 23:59:28,82,110
655,2019-07-01 08:11:34,33,11
895,2019-07-01 06:46:40,21,38
739,2019-07-02 15:38:13,118,1
456,2019-07-02 19:54:33,164,60
923,2019-07-02 12:57:09,58,117
436,2019-07-01 08:27:10,166,10
345,2019-07-02 17:41:20,38,160
415,2019-07-03 10:00:41,74,130
342,2019-07-03 05:37:00,184,173
916,2019-07-01 05:51:25,74,91
895,2019-07-03 09:14:20,156,68
599,2019-07-02 20:09:16,60,121
350,2019-07-02 20:50:57,116,127
609,2019-07-01 07:22:29,120,13
402,2019-07-03 04:45:55,158,4
746,2019-07-02 00:18:28,89,153
701,2019-07-01 23:18:50,76,174
563,2019-07-02 15:56:29,135,16
595,2019-07-01 13:53:37,83,44
419,2019-07-01 13:50:43,178,156
593,2019-07-03 07:35:36,44,26
486,2019-07-03 11:48:55,192,166
612,2019-07-01 15:39:25,198,108
73,2019-07-02 03:21:22,22,167
94,2019-07-01 14:45:24,79,58
568,2019-07-03 03:17:29,32,167
814,2019-07-02 01:36:28,87,181
965,2019-07-03 14:54:03,134,156
523,2019-07-02 18:57:06,42,25
89,2019-07-02 06:33:02,196,179
403,2019-07-02 22:00:32,190,8
659,2019-07-03 16:00:40,1,14
353,2019-07-02 01:55:08,184,19
227,2019-07-01 14:41:45,23,163
945,2019-07-03 00:40:11,183,128
27,2019-07-03 21:50:55,106,154
964,2019-07-03 08:09:21,21,75
317,2019-07-03 02:26:47,193,192
482,2019-07-02 06:38:58,117,180
9,2019-07-02 04:57:10,163,89
796,2019-07-03 05:36:31,92,123
825,2019-07-01 03:33:57,18,165
343,2019-07-01 14:08:42,105,47
287,2019-07-02 00:27:46,11,61
284,2019-07-02 20:15:39,8,63
887,2019-07-01 01:44:47,99,141
18,2019-07-03 06:16:25,174,128
166,2019-07-03 12:27:16,9,12
847,2019-07-01 22:25:28,24,67
293,2019-07-02 10:25:04,199,152
47,2019-07-03 13:05:35,106,185
873,2019-07-02 03:13:25,32,156
944,2019-07-01 06:05:53,142,115
936,2019-07-03 18:26:39,87,89
152,2019-07-02 21:50:05,109,105
327,2019-07-03 03:20:00,150,43
913,2019-07-02 08:56:47,151,140
897,2019-07-02 02:37:17,136,61
734,2019-07-03 16:50:50,56,137
957,2019-07-02 14:02:12,108,145
245,2019-07-03 02:06:28,160,58
778,2019-07-02 13:57:04,188,12
834,2019-07-01 23:33:06,194,109
896,2019-07-01 16:59:55,180,57
292,2019-07-03 18:28:35,107,78
547,2019-07-02 23:16:27,173,181
400,2019-07-01 19:51:01,30,22
362,2019-07-02 07:32:58,121,36
368,2019-07-02 16:23:07,18,82
629,2019-07-03 01:41:37,94,113
211,2019-07-03 14:44:12,1,140
898,2019-07-01 00:20:19,94,198
115,2019-07-03 04:21:39,37,22
232,2019-07-02 11:45:52,144,127
154,2019-07-03 01:04:35,70,7
242,2019-07-03 07:00:35,4,16
122,2019-07-01 02:53:01,152,55
101,2019-07-01 18:47:55,156,118
799,2019-07-03 14:35:46,92,140
399,2019-07-01 04:25:22,150,195
991,2019-07-02 04:50:27,196,96
252,2019-07-01 19:12:03,77,130
881,2019-07-02 05:47:52,95,107
387,2019-07-01 14:07:29,99,121
381,2019-07-03 16:21:36,71,128
308,2019-07-02 12:08:51,43,199
490,2019-07-03 16:43:39,40,176
8,2019-07-01 21:30:08,7,137
884,2019-07-03 23:39:55,92,48
63,2019-07-01 23:12:26,197,106
449,2019-07-01 08:23:19,159,133
59,2019-07-03 00:50:40,182,66
967,2019-07-03 17:37:43,65,179
169,2019-07-02 14:35:57,64,79
642,2019-07-01 18:26:29,23,75
943,2019-07-03 15:55:30,169,102
737,2019-07-01 19:10:35,123,73
233,2019-07-01 06:26:37,99,107
333,2019-07-03 11:34:34,144,132
986,2019-07-02 11:28:22,89,171
684,2019-07-02 16:21:54,41,137
779,2019-07-03 05:06:09,117,133
453,2019-07-02 05:25:43,56,87
936,2019-07-01 07:19:37,183,190
744,2019-07-02 00:47:25,111,153
841,2019-07-03 07:18:38,4,88
58,2019-07-03 04:49:32,49,180
679,2019-07-01 07:02:26,171,161
540,2019-07-02 04:54:38,10,62
169,2019-07-03 05:37:38,54,66
24,2019-07-02 10:33:34,45,1
407,2019-07-01 19:40:22,124,177
450,2019-07-03 02:53:33,193,19
783,2019-07-02 00:41:14,147,5
403,2019-07-01 02:49:14,37,32
321,2019-07-01 02:07:48,63,16
769,2019-07-03 15:06:49,14,83
928,2019-07-01 00:42:12,197,195
747,2019-07-03 17:06:41,191,87
573,2019-07-02 07:37:13,171,25
464,2019-07-02 20:27:19,153,52
591,2019-07-03 17:33:04,112,66
197,2019-07-02 15:20:04,13,31
958,2019-07-03 17:30:33,161,198
166,2019-07-03 21:05:53,188,116
669,2019-07-02 11:46:22,146,32
993,2019-07-01 14:33:00,129,80
653,2019-07-02 11:49:30,185,50
298,2019-07-03 12:05:18,73,55
415,2019-07-03 00:48:18,3,144
150,2019-07-01 02:17:14,48,47
859,2019-07-01 20:13:04,115,27
645,2019-07-02 03:38:59,36,130
186,2019-07-02 16:10:33,89,56
430,2019-07-03 16:47:31,44,5
145,2019-07-02 15:38:32,197,165
582,2019-07-01 10:36:12,115,68
965,2019-07-01 08:42:31,67,158
693,2019-07-02 13:28:09,197,142
20,2019-07-02 02:44:23,4,130
487,2019-07-01 01:39:28,73,119
850,2019-07-03 16:10:51,164,178
613,2019-07-03 17:10:36,79,162
966,2019-07-01 21:59:09,46,23
287,2019-07-01 06:13:32,66,103
946,2019-07-01 09:03:41,15,56
734,2019-07-03 23:07:47,88,104
431,2019-07-01 11:57:48,123,9
994,2019-07-01 23:15:07,4,39
349,2019-07-02 03:13:34,88,111
151,2019-07-01 07:55:17,183,131
854,2019-07-03 22:11:41,52,69
478,2019-07-03 00:16:45,54,25
548,2019-07-03 04:35:20,21,191
494,2019-07-02 15:38:13,154,121
985,2019-07-03 14:42:23,170,146
588,2019-07-01 00:28:53,143,58
123,2019-07-03 02:15:23,6,166
683,2019-07-01 02:47:54,20,94
129,2019-07-01 09:10:22,60,185
4,2019-07-01 02:03:35,28,126
212,2019-07-02 00:46:10,86,110
329,2019-07-03 04:20:43,50,46
873,2019-07-03 21:59:48,101,81
597,2019-07-01 22:12:39,34,144
837,2019-07-01 02:30:09,14,165
298,2019-07-02 17:49:21,65,104
868,2019-07-01 23:25:58,88,41
646,2019-07-03 06:00:11,117,11
320,2019-07-03 14:26:16,37,185
726,2019-07-01 22:57:15,140,30
686,2019-07-01 10:18:48,127,8
996,2019-07-03 07:38:13,148,84
603,2019-07-01 20:16:05,120,43
873,2019-07-01 16:12:50,168,169
42,2019-07-03 00:59:21,41,82
393,2019-07-02 17:57:34,128,182
619,2019-07-01 17:17:37,179,114
492,2019-07-03 15:51:33,28,112
968,2019-07-01 14:06:04,17,165
717,2019-07-03 17:16:18,84,164
933,2019-07-02 09:52:41,119,138
388,2019-07-03 23:16:59,100,66
452,2019-07-03 00:59:25,61,111
273,2019-07-03 06:39:08,50,135
536,2019-07-02 05:16:07,107,26
135,2019-07-01 08:27:25,109,171
444,2019-07-02 20:19:29,116,109
635,2019-07-03 16:51:56,177,158
45,2019-07-01 12:19:46,126,163
911,2019-07-02 06:28:20,76,23
829,2019-07-02 19:46:44,13,94
689,2019-07-02 05:09:14,100,26
842,2019-07-01 12:19:07,86,10
380,2019-07-03 10:13:54,100,149
333,2019-07-02 07:10:03,86,25
667,2019-07-01 02:26:38,152,169
806,2019-07-03 03:12:55,168,126
795,2019-07-03 11:29:19,169,151
962,2019-07-02 21:55:23,195,196
88,2019-07-02 11:09:52,43,145
28,2019-07-01 13:22:09,122,174
938,2019-07-03 03:07:05,164,21
962,2019-07-03 15:53:52,128,69
649,2019-07-01 10:54:33,88,121
97,2019-07-03 21:01:15,6,31
950,2019-07-03 13:04:55,85,163
7,2019-07-01 23:13:49,8,84
22,2019-07-02 12:22:58,151,182
911,2019-07-01 07:59:29,123,193
733,2019-07-03 12:43:55,146,70
174,2019-07-02 08:02:37,93,8
526,2019-07-03 21:05:48,63,101
113,2019-07-03 10:20:51,7,29
589,2019-07-03 13:57:26,118,109
158,2019-07-02 09:38:59,103,17
793,2019-07-02 20:44:03,35,116
315,2019-07-03 15:37:15,3,152
115,2019-07-01 14:59:02,54,160
188,2019-07-02 15:08:04,111,72
933,2019-07-01 23:50:48,108,35
309,2019-07-02 19:56:41,122,124
41,2019-07-02 06:32:21,167,108
501,2019-07-01 18:59:56,12,40
528,2019-07-03 10:20:41,180,65
572,2019-07-01 13:15:03,16,92
568,2019-07-03 15:44:18,56,69
662,2019-07-03 12:05:03,195,127
435,2019-07-02 14:49:07,149,114
45,2019-07-01 18:20:21,152,180
601,2019-07-02 10:33:17,66,159
605,2019-07-03 08:30:20,53,109
496,2019-07-02 14:47:27,186,27
224,2019-07-02 20:45:31,127,136
501,2019-07-03 02:38:11,143,45
399,2019-07-03 16:07:49,49,31
568,2019-07-02 19:44:48,17,161
315,2019-07-01 12:26:42,144,106
676,2019-07-03 12:54:25,192,186
754,2019-07-03 19:55:44,115,104
230,2019-07-03 18:49:53,24,99
322,2019-07-03 22:18:05,83,26
208,2019-07-02 23:08:02,172,132
819,2019-07-03 11:05:22,101,159
317,2019-07-01 08:04:28,166,116
614,2019-07-03 19:12:48,88,100
967,2019-07-03 22:22:01,87,175
468,2019-07-03 04:23:52,192,174
299,2019-07-02 14:41:54,21,53
705,2019-07-02 14:39:37,134,143
914,2019-07-03 18:23:25,85,148
144,2019-07-02 21:49:36,52,92
807,2019-07-02 20:39:40,12,174
885,2019-07-01 09:21:11,155,189
267,2019-07-01 12:14:31,25,137
526,2019-07-03 06:13:14,106,72
449,2019-07-01 14:54:24,195,178
420,2019-07-03 03:14:14,145,167
11,2019-07-02 14:30:09,4,96
783,2019-07-02 01:30:56,163,35
177,2019-07-02 10:34:52,138,153
479,2019-07-02 03:41:08,50,100
274,2019-07-02 03:53:54,196,134
391,2019-07-03 05:33:47,95,180
816,2019-07-01 15:10:52,82,176
855,2019-07-01 15:47:59,9,5
890,2019-07-01 09:38:52,20,175
562,2019-07-03 11:45:10,27,175
245,2019-07-01 21:45:27,174,190
514,2019-07-02 14:24:34,111,47
196,2019-07-02 01:15:23,10,37
6,2019-07-03 00:54:12,132,53
653,2019-07-02 13:21:54,151,136
249,2019-07-03 00:34:01,116,165
590,2019-07-03 13:12:16,52,144
12,2019-07-03 06:24:05,183,123
99,2019-07-01 20:11:17,28,127
611,2019-07-03 16:21:09,125,13
238,2019-07-02 02:10:19,105,64
124,2019-07-03 12:58:52,107,55
568,2019-07-02 16:46:34,170,115
831,2019-07-01 01:28:05,146,197
31,2019-07-02 12:21:15,84,120
711,2019-07-02 01:01:43,126,122
870,2019-07-01 20:05:41,174,150
884,2019-07-02 14:51:04,34,187
783,2019-07-02 20:33:27,97,153
818,2019-07-01 08:48:58,124,12
931,2019-07-01 09:43:34,148,114
823,2019-07-02 06:23:07,106,39
565,2019-07-01 18:47:28,96,46
314,2019-07-02 22:35:00,24,64
534,2019-07-01 07:13:58,43,98
804,2019-07-01 19:02:18,67,141
911,2019-07-01 04:36:42,32,37
785,2019-07-01 10:19:47,93,116
663,2019-07-02 18:05:45,26,99
426,2019-07-01 13:11:52,44,33
138,2019-07-02 13:37:04,140,57
780,2019-07-02 05:43:17,83,152
890,2019-07-03 04:15:34,187,182
304,2019-07-02 11:28:16,68,11
551,2019-07-01 21:10:01,106,54
652,2019-07-03 15:26:21,60,128
11,2019-07-01 13:25:59,195,21
46,2019-07-03 11:39:42,115,42
491,2019-07-02 04:57:11,40,52
766,2019-07-01 19:39:47,199,185
114,2019-07-01 11:38:40,88,125
107,2019-07-02 01:12:16,139,9
461,2019-07-03 23:35:03,70,94
1,2019-07-03 04:50:35,93,78
29,2019-07-02 08:59:19,150,40
251,2019-07-01 16:46:49,32,96
375,2019-07-01 07:07:55,121,14
926,2019-07-02 22:35:52,192,166
423,2019-07-03 17:42:43,198,123
426,2019-07-02 12:14:31,169,66
620,2019-07-02 20:28:01,147,124
816,2019-07-01 23:50:24,70,2
905,2019-07-01 13:02:50,175,53
950,2019-07-03 07:47:37,159,182
125,2019-07-03 05:11:34,44,99
687,2019-07-03 00:19:14,13,102
763,2019-07-03 03:40:12,72,154
610,2019-07-02 05:37:20,41,104
394,2019-07-02 11:03:23,163,96
777,2019-07-03 17:11:30,71,84
805,2019-07-01 01:34:01,115,189
954,2019-07-03 01:29:02,81,131
352,2019-07-01 14:35:54,34,87
269,2019-07-03 00:23:52,85,19
130,2019-07-03 20:07:40,162,167
80,2019-07-03 12:37:21,195,35
128,2019-07-02 15:06:31,119,42
643,2019-07-02 05:15:49,186,13
922,2019-07-01 08:19:31,39,113
943,2019-07-03 17:27:23,180,92
361,2019-07-02 02:29:14,60,112
810,2019-07-01 07:55:29,18,69
565,2019-07-03 17:50:05,104,164
739,2019-07-02 05:42:01,23,62
662,2019-07-01 21:31:52,145,21
957,2019-07-03 15:19:10,79,20
113,2019-07-03 11:26:30,0,77
605,2019-07-01 23:02:27,96,85
710,2019-07-02 10:48:16,61,159
233,2019-07-01 01:31:45,28,33
688,2019-07-01 05:34:03,55,115
43,2019-07-02 18:52:13,89,89
124,2019-07-02 11:13:29,188,58
290,2019-07-03 08:31:11,91,0
711,2019-07-01 05:57:03,6,87
688,2019-07-01 04:04:55,135,80
971,2019-07-02 16:51:56,18,81
13,2019-07-03 14:40:43,121,54
919,2019-07-01 07:49:41,177,185
537,2019-07-02 01:52:42,152,186
430,2019-07-03 00:56:01,6,194
108,2019-07-02 12:25:49,116,68
452,2019-07-02 14:17:36,93,129
67,2019-07-03 11:33:36,39,106
864,2019-07-03 20:22:31,11,149
641,2019-07-01 13:16:31,169,51
485,2019-07-01 21:14:37,78,69
957,2019-07-02 07:10:37,83,13
100,2019-07-02 12:35:15,23,57
784,2019-07-02 15:35:23,9,161
473,2019-07-02 17:44:39,85,62
159,2019-07-02 14:22:46,149,3
785,2019-07-03 07:52:40,127,17
365,2019-07-02 19:00:39,198,155
822,2019-07-01 12:34:55,29,113
568,2019-07-03 16:54:12,40,172
664,2019-07-03 08:51:52,23,81
772,2019-07-02 09:32:50,132,12
591,2019-07-02 06:33:56,199,127
699,2019-07-01 20:15:42,144,124
682,2019-07-02 14:56:57,102,47
484,2019-07-01 05:06:26,129,22
478,2019-07-01 03:29:47,93,2
606,2019-07-02 20:08:19,110,40
975,2019-07-02 01:24:35,112,35
754,2019-07-02 12:31:57,82,170
88,2019-07-01 05:12:48,88,19
36,2019-07-02 13:19:29,5,126
494,2019-07-03 18:23:50,53,87
626,2019-07-03 04:55:21,73,93
644,2019-07-02 10:25:21,76,34
239,2019-07-01 10:08:17,129,11
566,2019-07-03 01:50:13,152,154
940,2019-07-02 06:59:22,196,158
816,2019-07-03 07:15:03,144,10
997,2019-07-02 04:15:56,141,45
641,2019-07-02 06:13:28,112,94
478,2019-07-03 06:40:36,152,98
888,2019-07-01 01:57:28,111,117
451,2019-07-03 15:01:44,128,111
992,2019-07-01 23:17:33,194,0
191,2019-07-02 03:27:34,141,58
886,2019-07-02 05:00:52,21,152
576,2019-07-03 22:26:43,139,178
402,2019-07-01 16:50:10,31,171
719,2019-07-03 21:27:54,80,162
594,2019-07-02 01:28:42,128,73
793,2019-07-03 04:42:55,130,93
404,2019-07-03 23:39:15,191,88
41,2019-07-03 00:50:26,178,185
49,2019-07-01 12:10:50,139,79
493,2019-07-02 12:54:08,187,108
108,2019-07-03 16:05:28,16,6
870,2019-07-03 08:25:23,22,25
333,2019-07-03 17:11:21,45,23
675,2019-07-01 06:29:29,159,60
257,2019-07-02 13:36:33,83,78
792,2019-07-03 06:54:07,198,17
76,2019-07-01 02:05:48,62,39
953,2019-07-01 00:04:11,130,100
325,2019-07-02 00:04:51,40,187
116,2019-07-03 01:24:25,143,2
259,2019-07-03 04:04:04,21,102
852,2019-07-02 17:44:24,103,87
658,2019-07-03 17:46:30,120,9
372,2019-07-02 09:02:43,66,17
844,2019-07-02 10:02:27,68,65
511,2019-07-02 15:15:25,88,126
849,2019-07-02 01:40:19,94,47
473,2019-07-01 12:41:56,50,56
642,2019-07-01 03:14:07,23,47
396,2019-07-01 09:40:01,151,80
355,2019-07-02 20:34:55,184,125
42,2019-07-01 05:21:28,131,128
430,2019-07-01 23:53:18,135,92
764,2019-07-01 14:31:39,176,36
907,2019-07-02 20:33:22,9,191
812,2019-07-03 08:14:20,15,89
171,2019-07-03 13:57:36,108,133
366,2019-07-02 09:02:38,58,30
827,2019-07-03 10:58:13,39,163
857,2019-07-02 00:46:09,77,126
791,2019-07-02 03:28:11,16,85
530,2019-07-03 06:12:59,145,88
810,2019-07-02 23:17:03,32,88
468,2019-07-01 03:39:55,33,62
894,2019-07-03 17:16:23,103,126
141,2019-07-01 21:58:06,142,87
84,2019-07-02 07:24:46,139,94
711,2019-07-02 02:04:04,37,129
498,2019-07-02 07:01:27,18,2
568,2019-07-03 05:24:16,102,93
920,2019-07-03 22:24:07,137,184
375,2019-07-01 20:20:53,168,13
81,2019-07-03 20:33:58,176,84
852,2019-07-03 07:41:50,136,12
474,2019-07-03 22:16:14,134,198
313,2019-07-02 09:19:25,172,194
182,2019-07-02 01:09:14,162,186
67,2019-07-02 09:18:13,123,74
606,2019-07-02 05:13:57,175,107
68,2019-07-02 01:07:13,173,101
273,2019-07-03 03:37:47,11,72
522,2019-07-01 22:55:04,140,150
678,2019-07-01 04:12:18,122,138
264,2019-07-03 13:13:27,171,6
289,2019-07-03 10:17:15,94,34
244,2019-07-02 17:24:59,144,197
539,2019-07-02 02:01:49,123,16
